2025-03-06 14:53:54,076 INFO    MainThread:23463 [wandb_setup.py:_flush():68] Current SDK version is 0.19.5
2025-03-06 14:53:54,077 INFO    MainThread:23463 [wandb_setup.py:_flush():68] Configure stats pid to 23463
2025-03-06 14:53:54,077 INFO    MainThread:23463 [wandb_setup.py:_flush():68] Loading settings from /Users/sofiatete/.config/wandb/settings
2025-03-06 14:53:54,077 INFO    MainThread:23463 [wandb_setup.py:_flush():68] Loading settings from /Users/sofiatete/Deep_learning_for_medical_imaging/wandb/settings
2025-03-06 14:53:54,077 INFO    MainThread:23463 [wandb_setup.py:_flush():68] Loading settings from environment variables
2025-03-06 14:53:54,077 INFO    MainThread:23463 [wandb_init.py:setup_run_log_directory():637] Logging user logs to ./wandb/run-20250306_145354-r5hk1iwk/logs/debug.log
2025-03-06 14:53:54,077 INFO    MainThread:23463 [wandb_init.py:setup_run_log_directory():638] Logging internal logs to ./wandb/run-20250306_145354-r5hk1iwk/logs/debug-internal.log
2025-03-06 14:53:54,077 INFO    MainThread:23463 [wandb_init.py:init():756] calling init triggers
2025-03-06 14:53:54,077 INFO    MainThread:23463 [wandb_init.py:init():761] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-03-06 14:53:54,077 INFO    MainThread:23463 [wandb_init.py:init():789] starting backend
2025-03-06 14:53:54,297 INFO    MainThread:23463 [wandb_init.py:init():793] sending inform_init request
2025-03-06 14:53:54,339 INFO    MainThread:23463 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2025-03-06 14:53:54,340 INFO    MainThread:23463 [wandb_init.py:init():808] backend started and connected
2025-03-06 14:53:54,342 INFO    MainThread:23463 [wandb_init.py:init():901] updated telemetry
2025-03-06 14:53:54,371 INFO    MainThread:23463 [wandb_init.py:init():926] communicating run to backend with 90.0 second timeout
2025-03-06 14:53:54,973 INFO    MainThread:23463 [wandb_init.py:init():984] starting run threads in backend
2025-03-06 14:53:55,074 INFO    MainThread:23463 [wandb_run.py:_console_start():2385] atexit reg
2025-03-06 14:53:55,074 INFO    MainThread:23463 [wandb_run.py:_redirect():2235] redirect: wrap_raw
2025-03-06 14:53:55,074 INFO    MainThread:23463 [wandb_run.py:_redirect():2300] Wrapping output streams.
2025-03-06 14:53:55,074 INFO    MainThread:23463 [wandb_run.py:_redirect():2325] Redirects installed.
2025-03-06 14:53:55,076 INFO    MainThread:23463 [wandb_init.py:init():1026] run started, returning control to user process
2025-03-06 14:53:55,076 INFO    MainThread:23463 [wandb_watch.py:_watch():71] Watching
2025-03-06 14:53:55,092 WARNING MsgRouterThr:23463 [router.py:message_loop():75] message_loop has been closed
