2025-02-11 16:04:00,109 INFO    MainThread:30936 [wandb_init.py:setup_run_log_directory():637] Logging user logs to c:\Users\costa\Documents\GitHub\Deep_learning_for_medical_imaging\wandb\run-20250211_160400-4kaxdoxs\logs\debug.log
2025-02-11 16:04:00,110 INFO    MainThread:30936 [wandb_init.py:setup_run_log_directory():638] Logging internal logs to c:\Users\costa\Documents\GitHub\Deep_learning_for_medical_imaging\wandb\run-20250211_160400-4kaxdoxs\logs\debug-internal.log
2025-02-11 16:04:00,110 INFO    MainThread:30936 [wandb_init.py:monkeypatch_ipython():589] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x0000017044CB3E60>
2025-02-11 16:04:00,111 INFO    MainThread:30936 [wandb_init.py:init():756] calling init triggers
2025-02-11 16:04:00,112 INFO    MainThread:30936 [wandb_init.py:init():761] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-02-11 16:04:00,112 INFO    MainThread:30936 [wandb_init.py:init():789] starting backend
2025-02-11 16:04:00,113 INFO    MainThread:30936 [wandb_init.py:init():793] sending inform_init request
2025-02-11 16:04:00,119 INFO    MainThread:30936 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=spawn, using: spawn
2025-02-11 16:04:00,120 INFO    MainThread:30936 [wandb_init.py:init():808] backend started and connected
2025-02-11 16:04:00,125 INFO    MainThread:30936 [wandb_run.py:_label_probe_notebook():1196] probe notebook
2025-02-11 16:04:00,127 INFO    MainThread:30936 [wandb_run.py:_label_probe_notebook():1206] Unable to probe notebook: 'charmap' codec can't decode byte 0x81 in position 3678: character maps to <undefined>
2025-02-11 16:04:00,128 INFO    MainThread:30936 [wandb_init.py:init():901] updated telemetry
2025-02-11 16:04:00,173 INFO    MainThread:30936 [wandb_init.py:init():926] communicating run to backend with 90.0 second timeout
2025-02-11 16:04:00,554 INFO    MainThread:30936 [wandb_init.py:init():984] starting run threads in backend
2025-02-11 16:04:01,025 INFO    MainThread:30936 [wandb_run.py:_console_start():2385] atexit reg
2025-02-11 16:04:01,027 INFO    MainThread:30936 [wandb_run.py:_redirect():2235] redirect: wrap_raw
2025-02-11 16:04:01,027 INFO    MainThread:30936 [wandb_run.py:_redirect():2300] Wrapping output streams.
2025-02-11 16:04:01,028 INFO    MainThread:30936 [wandb_run.py:_redirect():2325] Redirects installed.
2025-02-11 16:04:01,030 INFO    MainThread:30936 [wandb_init.py:init():1026] run started, returning control to user process
